ID,human_tag
990,0
75787,0
43086,0
10593,0
25316,0
74504,0
63774,0
18567,0
41034,0
22083,0
30037,0
51353,0
26776,0
57248,0
34127,0
28879,1
53044,0
20960,0
35073,0
7624,0
30449,0
73478,1
49649,0
2422,0
50187,0
67780,0
1900,0
43646,0
31144,0
46470,0
23419,0
25723,0
76951,0
56502,0
9043,0
2207,0
19765,0
27729,0
75670,0
37483,0
31826,0
34404,0
26664,0
75048,0
11711,0
3632,0
10759,0
31792,0
73787,0
63297,0
1130,1
61159,0
34919,0
69286,0
9519,0
43168,0
65110,0
4249,0
9968,0
10013,0
46668,0
30231,0
61643,0
29420,0
13821,0
55170,0
18575,0
28691,0
59372,0
1666,0
56890,0
56406,0
65415,0
19666,0
40085,0
32250,0
59130,0
49502,0
15099,0
67135,0
21221,0
44408,0
16242,0
36682,0
62633,0
71319,0
9939,0
1260,0
10630,0
26184,0
13480,0
63796,0
40448,1
39295,1
44298,0
31250,0
77871,0
40886,1
59161,0
30668,0
28749,1
76350,1
52731,0
41849,0
40724,0
3963,0
2820,0
73030,0
61195,0
11388,0
44933,0
65916,1
76499,0
77801,0
61788,0
63693,1
63402,0
66339,0
60593,0
44897,0
26083,0
28415,0
20606,0
3247,0
11946,0
38870,0
23617,1
25511,0
10731,0
7299,0
36229,0
28557,0
35493,1
47811,0
22981,0
32817,0
7452,0
76856,0
36710,1
74428,0
62213,0
50447,0
63997,0
54706,0
67350,0
8800,0
923,0
64911,0
24813,0
30860,0
10165,0
20721,0
8926,0
1465,0
35364,0
70023,0
47704,0
31867,0
74759,0
75451,0
35164,0
46865,0
75376,0
51682,0
62884,0
69328,0
33702,0
22745,0
71991,0
1007,1
68797,0
51971,0
64192,0
2443,0
44016,0
47249,0
25733,0
32886,1
16730,1
71036,0
30818,0
59627,0
10503,0
62566,0
35475,0
3753,0
25683,0
4021,0
60044,0
43028,0
4284,0
36806,0
46399,0
15336,0
8401,0
63635,0
75904,0
26390,0
24675,0
33336,0
54351,0
20904,0
11910,0
15335,0
2685,0
77494,0
8043,0
22989,0
51606,0
3567,0
20468,0
7416,0
67872,0
65745,0
19282,0
67198,1
19595,0
43770,0
10879,0
7033,0
37761,0
78606,0
35547,0
37850,0
2978,0
74008,0
22347,0
71264,0
6015,0
27132,0
38073,0
72170,0
5057,0
14058,0
43908,0
52208,0
72454,0
33794,0
48435,0
72780,0
2932,0
47369,0
18145,0
29393,0
51549,0
71517,0
59898,0
25192,0
51834,0
54466,0
49984,0
3399,0
42362,0
14932,0
58117,0
56757,0
70207,0
40947,0
42322,0
32702,1
20729,0
6263,0
34694,0
6184,0
20551,0
28712,0
2720,0
29683,0
68722,1
47843,0
20550,0
40738,0
52414,0
74880,0
9346,0
23732,1
25517,0
10430,0
32619,1
3970,0
52901,0
31676,0
53640,0
59202,0
70320,0
65340,0
10489,0
56547,0
31473,0
35927,0
40732,0
6752,0
59164,0
62345,0
67098,0
25594,0
28261,0
57888,0
24390,0
42766,0
56841,0
49431,0
40292,0
28832,0
9376,0
15222,0
74477,0
52338,0
40691,0
26255,0
29715,0
7615,0
21854,0
12514,0
13759,0
6951,0
71386,0
24029,0
43736,1
6926,0
77118,0
28968,0
10246,0
74486,0
24657,1
12775,0
35105,0
6457,0
12651,0
11619,0
64575,0
54762,1
55961,0
43673,0
74629,0
65444,1
36960,0
77333,0
47643,0
50402,0
38588,0
10068,0
58652,0
49790,0
41433,0
10427,0
59293,0
71238,1
76182,0
48396,0
43220,0
1399,0
2136,0
8398,0
12704,0
48708,1
16276,0
67121,0
54449,0
20603,0
58626,0
57353,0
8691,0
73116,0
78481,0
18703,0
16972,0
70630,0
11788,0
44300,0
71223,0
21441,0
57505,0
10473,0
59813,0
70377,0
66076,0
59405,0
24249,0
50218,0
52377,0
16881,0
69836,0
18941,0
39589,0
48841,0
4067,0
53277,0
45521,0
60836,0
55687,0
27159,0
9600,0
74484,0
8676,0
67560,0
21398,0
68411,0
61833,0
7450,0
42556,0
56581,0
59067,1
45127,0
57774,0
11758,0
43663,0
27203,0
12175,0
59113,0
39275,1
470,1
17475,0
56095,0
77762,0
74091,0
64004,0
38065,0
40957,0
67054,0
74583,0
42198,0
44269,0
25866,0
60454,0
32799,0
73714,0
73950,0
32729,0
1674,0
19772,0
35149,0
193,0
76898,0
30224,0
39185,0
24938,0
75336,0
44044,0
21800,0
23289,0
48890,0
70157,0
69834,0
71985,1
41085,0
65710,0
47572,0
65089,0
32898,1
62529,0
6544,0
28177,0
64419,0
47634,0
6445,0
66184,0
8488,0
16193,0
3852,0
24524,0
5384,0
38854,0
20040,0
13678,0
74957,0
14767,0
60389,0
47079,0
48699,0
21581,0
3157,0
64053,0
2289,0
55320,0
44500,0
24430,0
17001,0
47191,0
11618,0
17515,0
38419,0
64071,0
21220,0
7569,0
53484,1
72112,0
39424,0
54292,0
28456,0
44178,0
71424,0
62397,0
55319,0
20923,0
370,0
75102,0
40426,0
13932,0
54477,0
28354,0
38625,0
9179,0
17200,0
23648,0
43955,0
11272,0
46594,0
11579,0
50644,0
31181,0
6821,0
54575,0
57360,0
46024,0
31165,0
15707,0
22807,0
38063,0
53386,0
13084,1
58903,0
19760,0
78561,0
29591,0
68944,0
74634,1
15040,0
2211,0
27255,0
42116,0
23580,0
4202,0
25600,0
75625,0
45163,0
41658,0
41080,0
32186,0
35677,0
63198,0
26944,0
78790,0
67464,0
29060,0
49418,0
75080,0
32742,0
64725,0
76926,0
65085,0
32458,0
57610,1
28342,0
25477,0
38539,0
37669,0
8495,0
4970,0
50094,0
27002,0
60249,0
33014,0
32264,0
23577,0
34345,0
10105,0
67526,0
36629,0
5639,0
59590,0
18092,0
22290,0
20797,0
19356,0
25109,0
8671,0
31314,0
19151,0
38535,0
31351,0
4857,0
28611,0
64271,0
61899,0
13040,0
36772,0
53966,0
7646,0
57169,0
61050,0
78813,0
43882,0
53873,1
30116,0
56605,0
37031,0
44488,0
33561,0
78152,0
33707,0
37482,0
52100,0
14902,0
36324,0
16046,0
35647,0
66541,0
22871,0
53953,0
21362,0
16409,0
13710,0
8348,1
60755,0
6956,0
47182,0
2553,0
50661,0
13322,0
26061,0
47786,0
25049,0
25965,0
49433,0
30603,0
78785,0
59706,0
31031,0
51798,0
62476,0
56422,0
26475,0
11450,0
69712,0
63799,0
64201,0
39040,0
3274,0
59835,0
23361,0
46579,0
45067,0
47901,0
24793,0
55010,0
43621,0
33196,0
69585,0
54881,0
61662,0
27618,1
69875,0
6396,0
34744,0
70113,0
3898,0
63365,0
14427,0
20294,0
45963,1
75342,0
72134,0
32623,0
41250,0
20888,0
76398,1
38522,0
28883,0
40627,0
51363,0
50524,0
37794,0
64254,0
22410,0
14583,0
56198,0
26740,1
41199,0
73968,0
60717,0
35397,0
70407,0
20911,0
76913,0
34782,0
54491,0
26311,0
1004,0
28054,0
42102,0
52857,0
12440,1
62711,0
2273,0
72199,0
75811,0
29896,0
63594,1
45389,0
7505,0
53340,0
36551,0
34002,0
57648,0
14280,0
162,0
65915,0
5305,0
7088,0
18229,0
29279,1
18613,0
10309,0
52465,0
11014,0
43564,0
63972,0
53799,0
42310,0
51201,0
65877,0
48176,0
48455,1
57254,0
37464,0
20242,0
68088,0
26301,0
24187,0
4268,0
47807,0
76777,0
36927,0
70081,0
42069,0
18776,0
9568,0
53825,0
4294,0
55048,0
77213,0
18750,0
49460,0
69812,1
53973,0
28281,0
39377,0
66975,0
52686,0
36755,0
53252,1
18020,0
16470,0
76184,0
26746,0
6771,0
31459,1
50611,0
7591,0
72347,0
18260,0
53767,0
32127,0
73343,0
16486,0
16175,0
9016,0
4859,0
12236,0
4267,0
57123,0
63699,0
4289,0
50480,0
7641,0
473,0
78380,0
49027,0
8480,0
63152,0
49696,0
50859,0
40990,0
17653,0
52423,0
49456,0
40920,1
15549,0
47318,0
37674,0
58849,0
54812,0
78335,0
15764,0
43737,0
53891,0
76973,0
64293,0
72062,0
30978,0
14718,0
10059,0
20279,0
529,0
21,0
49721,0
40239,0
47183,0
54401,0
60951,0
18757,0
10017,0
5817,0
30139,0
44980,0
29532,0
5124,0
22680,0
25618,0
49689,1
3948,0
75877,0
10406,0
15676,0
76467,0
9037,1
55779,0
69418,0
35834,1
74667,0
78125,0
18551,0
62962,0
58694,0
54578,0
9073,0
45914,0
3994,0
6580,0
27107,0
50534,0
63992,0
13477,0
53030,0
56664,0
53305,0
40744,0
71363,0
21870,0
25424,0
40480,0
20931,0
13948,0
14690,0
7045,0
55900,0
36164,0
17890,0
63442,1
54856,0
11538,0
70717,0
23916,0
27031,0
32030,0
59361,0
8679,0
30365,1
65354,0
66741,0
19624,0
3672,0
51766,0
8330,1
15066,0
28004,0
10516,0
18006,0
7668,0
38275,0
65433,0
43804,0
27666,0
35696,0
68874,0
60627,0
6035,0
21531,0
64799,0
49530,0
20397,0
62130,0
38032,0
13817,0
393,0
18009,0
59624,0
36181,0
25293,0
51133,0
24811,0
24005,0
47989,0
49252,1
56260,0
25675,0
7521,0
24258,0
16941,0
19444,0
41194,0
73758,0
46967,0
31118,0
71006,0
67341,0
64571,0
47315,0
57557,0
41902,0
32302,0
18103,0
18809,0
44571,0
69236,1
72765,0
5477,0
19343,0
24407,0
19872,0
56354,0
68394,0
30936,0
9561,0
54018,0
39997,0
6881,0
45890,0
25435,1
63092,0
41896,0
21648,0
22712,0
21726,1
43180,0
27829,0
75776,0
42274,0
75841,0
8891,1
36220,0
20771,0
23586,0
24673,0
25498,0
68,0
41118,0
58850,0
34588,1
78321,0
58282,0
55864,0
50018,0
14276,0
41257,0
36521,0
33732,0
26072,0
54632,0
67125,0
12816,0
31344,0
40308,0
3417,0
25766,0
32951,0
71641,0
14765,0
36024,0
71682,0
53910,0
17898,0
55150,0
3932,0
27570,0
77714,0
4994,0
15713,0
30283,0
25340,0
165,0
1868,0
378,1
53566,0
62750,0
53540,1
7085,0
777,0
12181,0
28230,0
12603,1
50058,0
42833,0
37764,0
60726,0
75655,0
64292,1
26922,0
11530,0
39323,1
47014,0
56836,0
66869,0
77796,0
47213,0
58460,0
45274,0
77306,0
28013,0
39144,0
14883,0
47051,0
31525,0
54086,0
62973,0
73309,0
56419,0
42702,0
18663,0
7483,0
35506,0
55887,0
9718,0
76294,0
48916,0
12630,0
31944,0
54842,0
40983,0
64570,0
10441,1
25579,0
18205,0
14154,0
52516,0
57267,0
58693,0
14572,0
78026,0
29984,0
56154,0
34686,1
61631,0
48076,0
46966,0
1352,0
37886,0
59768,0
62531,0
12244,0
20897,0
77485,0
71642,0
76536,0
38952,0
67473,1
53013,0
3727,0
54918,0
21319,1
19124,0
24144,1
43833,0
50899,0
6400,0
34152,0
28259,0
72274,1
44723,0
25886,0
21727,0
13804,0
21563,0
49943,0
69867,0
38784,0
48523,0
72292,0
65587,0
52224,0
65177,0
77795,0
50873,0
4214,0
54015,0
21175,0
35814,0
11422,0
24477,0
7979,0
23448,0
76993,0
30847,0
4111,0
74148,0
57113,0
28840,0
7570,0
78440,0
65452,0
61732,0
30840,0
28794,0
33133,0
15390,0
32332,0
7128,0
3820,0
35396,0
26070,0
54452,0
8036,0
23002,0
24531,0
857,0
13015,0
44458,0
1209,0
54010,0
70836,0
54147,0
50820,0
11444,0
17673,1
63791,0
65627,0
43063,0
9784,0
64609,0
27396,0
29998,0
36831,0
27371,0
65938,0
52534,0
73935,0
66296,0
60581,0
26066,0
60968,0
48875,0
29304,1
57351,0
45310,0
5147,0
58491,0
60743,0
24521,0
28371,0
17113,0
19248,0
54107,0
56426,0
37290,0
36460,0
73499,0
78572,0
53129,0
51315,0
16795,0
72079,0
58425,0
47406,0
34223,0
45426,0
72105,0
3878,0
66346,0
13718,0
18996,0
37500,1
69780,0
53208,0
69326,0
53073,0
52786,0
24993,0
56717,0
17661,0
14151,0
8986,0
63768,0
7758,0
61240,0
26114,0
28092,0
41099,0
45264,0
40258,0
42936,0
53428,0
72007,0
41323,0
56146,0
16741,0
65455,0
4216,0
78798,0
8362,0
30083,0
45189,1
39958,0
41544,0
74983,0
32107,0
35601,0
13974,0
34170,0
41351,0
68718,0
62909,0
77436,0
14535,0
54198,0
48901,0
26105,0
58533,0
36456,0
3145,0
717,0
23312,0
52000,0
22577,0
17825,0
19519,0
17911,0
22451,0
41701,0
29177,1
77788,0
15969,0
20529,0
60361,0
38738,0
38176,0
40123,0
35259,0
25532,0
29693,0
27416,0
50238,0
16772,0
70015,1
9647,0
78517,1
34741,0
78235,0
50510,0
50555,1
54714,0
38710,0
2632,0
75111,0
67983,1
23936,0
18597,0
28507,0
49938,0
54571,0
14751,1
29356,0
54243,0
39921,0
65951,0
47021,0
61357,0
19222,0
12869,0
64479,0
27737,0
63073,0
21100,0
23075,0
46044,0
25466,0
10290,0
40924,0
50869,0
62836,0
55990,0
59119,0
42405,0
16912,0
56357,1
76581,0
7816,0
15946,0
62079,0
5746,0
43634,0
78575,0
44093,0
27596,1
74176,0
50148,0
54928,0
71766,0
59021,0
15140,0
1920,0
7118,0
48067,0
56819,0
16318,0
10052,0
74153,0
9089,0
39658,0
58766,0
1714,1
19629,0
26338,0
20836,0
35196,0
39679,0
8231,0
39805,0
77208,0
15656,0
72257,0
17922,0
68232,0
6529,0
4447,0
15064,0
28442,0
65382,0
11813,0
58918,0
68009,0
6425,0
23248,0
76363,0
71790,0
59347,0
57954,1
20693,1
41035,0
7050,0
731,0
22253,0
48196,0
43032,0
25278,0
44671,0
2132,0
16560,0
63370,0
30494,0
69504,0
31005,0
5683,0
17931,1
68979,0
70949,0
51379,0
75553,0
22398,0
66400,1
59713,0
34951,0
34544,0
16472,0
7227,0
63815,0
12605,0
57706,0
20682,1
18339,0
36412,0
49762,0
53848,0
63452,0
60723,0
67061,0
78312,0
50950,0
17969,0
78385,0
29697,0
53134,0
78661,0
65629,1
39571,0
42058,0
57755,0
52233,0
33635,0
8332,0
76776,0
40380,0
11088,0
61986,0
5367,0
11900,0
68152,0
8819,0
51613,0
20126,0
65578,1
36530,0
26880,0
68459,0
42777,0
27533,0
14680,0
21023,0
48161,0
64776,1
70662,0
17499,0
9933,0
55276,0
68826,0
166,0
3377,0
25904,0
71661,0
59181,0
45062,0
70115,0
30243,0
45693,0
63803,0
73305,0
67951,0
51474,0
37568,0
24604,0
6831,0
41710,0
18443,0
47042,0
63737,0
49767,0
53847,0
78288,0
12853,0
19013,0
15731,0
37909,0
57783,0
17817,0
77236,0
31349,0
61597,0
64275,0
23217,0
16677,0
40318,0
24097,0
19705,1
25720,0
15354,0
75105,0
26452,0
66603,0
5862,0
17150,0
10974,0
23071,0
36704,0
65208,0
31485,0
63936,0
71328,0
22765,0
355,0
44361,0
67975,0
69135,0
65873,0
65090,0
17824,0
25008,0
5378,0
70825,0
56039,0
20319,0
44720,0
46319,0
60622,0
27575,0
14028,0
9391,1
41969,0
16537,0
17885,1
6286,0
67316,0
52103,0
30392,0
23282,0
40332,0
29481,0
36068,0
11214,0
53004,0
32901,0
39745,0
38566,0
21497,1
3809,0
57249,1
72043,0
73615,0
69880,0
61051,0
1923,0
73943,0
19475,0
44791,0
69311,0
56076,0
9913,0
29792,0
53902,0
63609,0
68905,0
78603,0
11992,0
19506,0
64724,0
40094,0
66485,1
27650,0
30926,0
57820,0
8742,0
52280,0
23613,0
37465,0
45711,0
4836,0
64604,0
63067,1
63047,0
13281,0
73639,0
3979,0
71296,0
21828,0
75311,0
36989,0
38013,1
44053,0
58129,0
68963,0
66210,0
19335,0
77626,0
22125,0
46888,0
30104,0
28617,0
49324,0
6028,0
73552,0
67449,0
808,0
33086,0
73574,0
77754,0
19369,0
23385,0
29583,0
7537,0
28184,0
19349,0
9470,0
63994,0
35005,0
47474,0
10152,0
61616,0
76682,0
76918,0
16007,0
47609,0
43912,0
69548,0
31684,1
54176,0
8477,0
4654,0
7375,0
50032,0
19578,1
76874,0
49769,0
50452,0
55972,0
76960,0
11595,1
31274,1
70128,0
66510,0
56855,0
6829,0
10828,0
47679,0
31423,0
38150,0
29342,0
67613,0
72951,0
9443,0
62311,0
50287,0
12267,0
43239,0
4639,0
23556,0
38612,0
44903,0
67741,0
23985,0
57985,0
21401,0
16156,0
55185,0
32284,0
23085,0
71415,0
66545,0
28420,0
70210,0
4241,0
67643,0
50341,0
62702,0
34799,0
29710,0
20997,0
59786,0
7451,0
52196,0
70397,0
63338,0
70611,0
18447,0
17828,0
59070,0
74600,0
49748,0
68223,0
57096,0
37697,0
8972,0
68277,0
22455,0
20322,0
6814,0
44625,1
76308,0
74604,0
23969,0
29269,0
1111,0
76180,0
66344,0
59253,0
74458,0
68793,0
21600,0
47520,0
40485,0
4934,0
3270,0
50601,0
41660,0
26055,0
50733,0
45869,0
49577,0
58505,0
74646,0
56921,0
43299,0
44167,0
26236,0
42717,0
6449,0
15726,0
27440,0
45114,0
34150,0
6447,0
71922,0
69799,0
61146,0
33849,0
32669,0
75003,1
64768,0
33532,0
62564,0
45385,1
2754,0
61043,0
13969,0
41556,0
60174,0
11442,0
28969,1
7973,0
64646,0
70206,0
9818,0
66780,0
77195,0
62380,0
23698,0
28406,0
2565,0
42081,0
46520,0
15384,0
8811,0
18877,0
51968,0
12171,0
39833,0
17769,0
18227,0
61014,0
38055,0
5969,0
75274,0
32204,0
77540,1
19012,1
44055,0
26374,0
68400,0
1983,0
63598,0
22307,0
21617,0
41179,0
78013,0
63612,0
52171,0
34691,0
51504,0
50185,0
60705,0
26326,0
57228,0
76076,0
9402,0
71798,0
55430,1
33392,0
75564,0
2928,0
49861,0
32703,0
9239,0
49709,0
29793,1
15102,0
71443,0
62837,0
17932,1
36877,0
71215,0
51109,0
59532,0
69857,0
30815,0
70543,0
26910,0
36884,0
74693,0
6336,0
26460,0
31189,0
56745,0
74951,1
11612,0
6908,0
38216,0
13541,0
38017,0
5789,0
75110,0
22759,0
44813,0
12481,0
41294,0
66941,0
14941,0
31427,0
67740,0
8570,0
5887,0
56151,0
67809,0
43776,0
75131,1
3424,0
78115,0
50517,0
2001,0
70433,0
54203,1
37002,0
20605,0
31383,1
70274,0
33587,0
66956,0
14181,0
13841,0
19737,0
2686,0
11786,0
64364,0
4052,0
12796,0
13671,0
39910,1
35122,0
41091,0
67829,0
10119,0
6454,0
9292,1
9063,0
2363,0
69855,0
22110,0
22815,0
4455,1
13584,0
21132,0
47941,0
37243,0
63677,0
67666,0
72758,0
71067,0
8998,0
17053,0
59324,0
35092,0
46032,0
2808,0
69227,0
16140,0
24068,0
78716,0
56814,0
55162,0
70200,0
47464,0
32196,0
61934,0
7333,1
19265,0
60299,0
16087,0
68643,0
6892,0
48813,0
38301,1
64119,0
31439,0
65271,0
5399,0
58619,0
47506,0
4862,0
3379,0
72789,0
46214,0
59221,0
38837,0
37308,0
34396,0
1669,0
32646,0
22322,0
48390,0
78360,1
49841,0
35835,0
68399,0
68910,0
14209,0
38994,0
49810,0
50743,1
3092,0
34585,0
28043,0
63915,1
59972,1
77561,0
35211,0
13219,0
62674,0
14016,0
25470,0
13396,1
63464,0
48898,0
60211,0
12052,0
75158,1
10644,0
54665,0
43580,0
59467,0
15098,0
59968,0
65616,1
12504,1
39411,0
66688,0
31834,0
17843,0
11448,0
6775,0
76026,1
57658,0
46386,0
78221,0
57367,0
17254,0
47589,0
74841,0
26540,0
33263,0
37294,0
64759,0
36507,0
16303,0
14640,0
62533,0
55195,0
77448,0
65676,1
10431,0
64683,0
15419,0
50630,0
70871,0
27461,1
36356,0
71677,0
76151,0
60167,0
28376,0
18748,0
44597,0
56846,0
77595,0
36813,0
52214,0
20208,0
71041,0
66024,0
21223,0
56630,0
49572,0
14623,0
76482,0
4856,0
19542,0
73654,0
70358,0
68844,0
58531,0
53145,0
23058,0
60274,0
42106,0
60316,0
56174,0
23135,0
71153,0
41765,0
13749,0
40347,0
22604,0
36376,0
57699,0
61438,0
4275,0
26636,0
7490,0
7232,0
14786,0
18045,0
39264,0
73801,0
63884,0
32230,0
67980,0
25689,0
67227,0
7907,0
56983,0
49551,0
39678,0
22008,0
1626,0
54218,0
8404,0
26701,0
43848,0
34542,0
41117,0
26095,0
13156,0
54224,0
1543,0
41372,0
69827,0
17136,0
42549,0
32604,0
31212,0
68809,0
4029,0
48491,0
23609,1
20384,0
52360,0
73879,0
72534,0
45080,1
56211,0
72198,0
17844,0
56555,0
66052,0
63173,0
10612,0
36102,0
39060,0
2616,0
73364,1
31053,0
7854,0
31516,0
15005,0
67483,1
75463,0
70937,0
5909,0
77160,0
16513,1
61606,0
71120,0
18886,0
76969,0
59979,0
59108,0
7870,0
34604,0
24877,0
4732,0
40054,0
61604,0
45123,0
67408,1
48429,0
24596,0
42866,0
6860,0
63407,0
36787,0
46506,0
11810,0
24980,0
60266,0
16664,0
73132,0
70909,0
48736,0
24817,0
66343,0
75635,0
20765,0
8086,0
505,0
59698,0
58546,0
35952,0
56000,0
51367,0
37153,0
54619,0
11006,0
42387,0
62754,0
13179,0
9961,0
41700,0
75617,0
34956,1
4930,0
67688,0
52490,0
49542,0
11170,0
3700,1
51849,0
33096,0
59268,0
69351,0
41343,0
43674,0
26806,0
71983,0
5572,0
23389,0
11016,0
59551,0
64148,0
57154,0
15880,1
33680,0
55739,1
38499,1
63048,1
44063,0
54963,0
34487,0
34092,0
19696,0
5221,0
24654,0
39932,0
38143,0
72410,0
17037,0
10062,0
19018,0
55678,0
10942,0
54167,1
56056,0
58086,0
61949,0
39135,0
65961,0
45460,0
70827,0
17102,0
23932,0
25998,0
11817,0
9419,0
64709,0
24145,0
71361,0
39085,0
16571,0
48286,0
16042,0
21680,0
5009,0
71251,0
18774,0
55634,0
62230,0
5123,0
43544,0
61200,0
45253,0
32477,0
63757,0
34325,0
9034,0
76423,0
61489,0
47033,0
26344,0
32216,0
58615,0
58560,0
41534,0
74482,0
78086,0
31636,0
52730,0
19338,0
5036,0
19742,0
48734,0
63886,0
1929,1
46198,0
25829,0
19427,0
11895,1
60403,0
38263,0
48532,0
60892,0
31707,0
3537,0
32229,0
46233,0
3185,0
52333,0
59385,0
12163,0
76195,0
33529,0
14710,0
67116,0
50892,0
77086,0
12642,0
38510,0
72168,0
35808,1
69709,0
52878,0
13916,0
76458,0
71322,0
47114,1
19075,0
69957,0
48791,0
55019,0
20985,0
49389,1
31965,0
70504,0
20739,0
62114,0
22810,0
5972,0
21521,0
54720,0
36840,0
34412,0
60440,0
63356,0
68550,0
55944,0
35738,0
42999,0
50784,0
15410,1
14882,0
45492,0
67779,0
24606,0
76031,1
62907,0
36246,0
48466,0
67034,0
69802,0
69289,0
23167,0
34723,0
13433,0
31600,0
70339,0
61993,0
16067,0
46286,0
69033,0
23235,0
44023,0
44528,0
13943,0
48313,0
7442,0
34936,0
20326,0
21065,0
22415,0
3075,0
70181,0
35953,0
26379,0
43943,0
61541,0
55480,1
17245,0
43809,0
24773,0
16952,0
57397,0
29118,0
27221,0
54642,0
5199,1
54652,1
21975,0
76508,0
74083,0
51732,0
50884,1
9543,0
62035,0
4895,1
51382,1
8361,0
76407,0
59155,0
58734,0
75636,0
49713,0
68580,0
38087,0
13628,0
19530,1
60554,0
63187,0
35748,0
64438,0
75181,0
2882,0
49987,0
9573,0
44256,0
63920,0
28912,0
72369,0
31693,0
14795,0
41146,0
73411,0
43548,0
42197,0
41988,0
56689,0
59873,0
19037,0
59214,0
56462,0
35521,0
6094,0
57019,0
25300,0
41050,0
6313,1
38245,0
19139,0
58139,0
34845,0
65771,0
40015,0
47574,0
32202,0
20074,0
18611,0
31717,0
45218,0
28994,0
12815,0
54826,0
60015,0
3721,0
41955,0
42007,0
63648,0
48740,0
66673,0
75700,0
52652,0
971,0
11662,0
31839,0
14232,0
64937,0
39149,0
53650,0
54776,0
64112,0
76406,0
9246,0
46322,0
66206,0
53544,0
59473,0
10384,0
63714,0
53108,0
25478,0
56908,0
24880,0
3220,0
17041,0
34865,0
30004,0
8054,0
55228,0
74677,0
49328,0
72677,0
7695,0
40509,0
51448,0
44450,0
61044,0
224,0
2165,1
28245,0
18207,0
46141,0
43342,0
75842,0
45910,0
74471,0
67685,0
72224,0
53626,0
15603,0
54352,0
15984,0
5584,0
56438,0
47761,1
4378,0
73549,0
75596,0
12890,0
10654,0
20568,0
17355,0
29286,0
55510,0
76946,0
59725,0
2797,0
43609,0
44368,0
51763,0
42011,0
5919,0
14879,0
59517,0
19682,0
73829,0
77753,0
21740,0
7756,0
9947,0
28594,0
60475,0
75780,0
67452,0
40849,0
78464,0
35507,1
9040,0
69019,0
36762,0
48001,0
55890,0
29438,0
53251,0
27682,0
2326,0
4829,0
41996,0
70295,0
10440,1
4079,0
56248,0
57071,0
36375,0
34187,0
